Fecha de Scraping,Título,Descripción
2024-06-23 16:19:43,"Casa en Venta, Cedritos Usaquen, Bogotá D.C.",$1.200.000.000 | 229.12 m² | 3 | 3
2024-06-23 16:19:43,"Apartamento en Venta, Ecohaus, Chía",$1.200.000.000 | 229.12 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, Puente Largo, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, chia, Chía",$1.200.000.000 | 206 m² | 4 | 4
2024-06-23 16:19:43,"Apartamento en Venta, Chico Norte, Bogotá D.C.",$1.200.000.000 | 206 m² | 4 | 4
2024-06-23 16:19:43,"Apartamento en Venta, Bosque Medina, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, L   CIUDAD JARDIN, Funza",$1.300.000.000 | 220 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, Jamundi, Jamundi",$1.300.000.000 | 220 m² | 4 | 4
2024-06-23 16:19:43,"Apartamento en Venta, Montearroyo, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, EL POBLADO SAN LUCAS, Medellín",$1.090.000.000 | 165 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, Chapinero Central, Bogotá D.C.",$1.090.000.000 | 165 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, EL POBLADO, Medellín",
2024-06-23 16:19:43,"Casa en Venta, PARCELAS DE COTA, Cota (Incluye Siberia)",$675.000.000 | 106 m² | 3 | 2
2024-06-23 16:19:43,"Apartamento en Venta, Rosales, Bogotá D.C.",$675.000.000 | 106 m² | 3 | 2
2024-06-23 16:19:43,"Apartamento en Venta, Florida Nueva, Medellín",
2024-06-23 16:19:43,"Apartamento en Venta, Chico Navarra, Bogotá D.C.",$1.197.637.000 | 517 m² | 5 | 4
2024-06-23 16:19:43,"Casa en Venta, LA TEBAIDA, Armenia",$1.197.637.000 | 517 m² | 5 | 4
2024-06-23 16:19:43,"Casa en Venta, BACHUE, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, san luis teusaquillo, Bogotá D.C.",$1.620.000.000 | 650 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, los alcazares, Sabaneta",$1.620.000.000 | 650 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, Río frio, Chía",
2024-06-23 16:19:43,"Casa en Venta, EL INGENIO III, Cali",$230.000.000 | 45 m² | 2 | 1
2024-06-23 16:19:43,"Casa en Venta, SANTA BARBARA ORIENTAL, Bogotá D.C.",$230.000.000 | 45 m² | 2 | 1
2024-06-23 16:19:43,"Casa en Venta, caminos del bosque, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, Verdes el salitre, La Calera",$830.000.000 | 194.99 m² | 3 | 2
2024-06-23 16:19:43,"Casa en Venta, Palma, Envigado",$830.000.000 | 194.99 m² | 3 | 2
2024-06-23 16:19:43,"Casa en Venta, Vereda la Vecta, Copacabana",
2024-06-23 16:19:43,"Casa en Venta, San Lucas, Envigado",$780.000.000 | 238 m² | 4 | 3
2024-06-23 16:19:43,"Casa en Venta, SANTA  ANA SUR, Bogotá D.C.",$780.000.000 | 238 m² | 4 | 3
2024-06-23 16:19:43,"Casa en Venta, O   LA AURORA, Funza",
2024-06-23 16:19:43,"Casa en Venta, VILLA CAMPESTRE, Barranquilla",$1.750.000.000 | 246.84 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, BARRIO PORVENIR, Funza",$1.750.000.000 | 246.84 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, VERDE VIVO, Cajicá",
2024-06-23 16:19:43,"Casa en Venta, Balmoral, Fusagasuga",$1.500.000.000 | 499 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, EL VERGEL, Ibagué",$1.500.000.000 | 499 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, CARTAGENA   ISLA BARÚ, Barú",
2024-06-23 16:19:43,"Casa en Venta, NORMANDIA OCCIDENTAL, Bogotá D.C.",$850.000.000 | 220 m² | 3 | 5
2024-06-23 16:19:43,"Casa en Venta, San Lucas   Envigado, Envigado",$850.000.000 | 220 m² | 3 | 5
2024-06-23 16:19:43,"Casa en Venta, COUNTRY SUR, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, Sector Carmen de Apicalá, Carmen De Apicala",$700.000.000 | 141.05 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, Sector Guamo Tolima, Guamo",$700.000.000 | 141.05 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, Sector Melgar Tolima, Melgar",
2024-06-23 16:19:43,"Casa en Venta, Villa De Leyva",$1.150.000.000 | 267 m² | 4 | 2
2024-06-23 16:19:43,"Casa en Venta, altos de manare, Yopal",$1.150.000.000 | 267 m² | 4 | 2
2024-06-23 16:19:43,"Casa en Venta, Sopo (Incluye Yerbabuena)",
2024-06-23 16:19:43,"Casa en Venta, NIZA ANTIGUA, Bogotá D.C.",$750.000.000 | 300 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, Villa De Leyva",$750.000.000 | 300 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, ENVIGADO, Envigado",
2024-06-23 16:19:43,"Casa en Venta, URBANIZACION RIASCOS, Santa Marta",$240.000.000 | 96 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, Puerto Colombia, Puerto Colombia",$240.000.000 | 96 m² | 3 | 3
2024-06-23 16:19:43,"Apartamento en Venta, Colina Campestre I Y Ii Etapa, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, Ricaurte",$1.050.000.000 | 178.49 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, VILLA SANTOS, Barranquilla",$1.050.000.000 | 178.49 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, ENVIGADO, Envigado",
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE DE BAVARIA, Bogotá D.C.",$510.000.000 | 104 m² | 3 | 2
2024-06-23 16:19:43,"Casa en Venta, BALCON DE LINDARAJA, Bogotá D.C.",$510.000.000 | 104 m² | 3 | 2
2024-06-23 16:19:43,"Casa en Venta, LA SAMARIA, Ibagué",
2024-06-23 16:19:43,"Casa en Venta, Chia, Chía",$585.000.000 | 135 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, HACIENDA SAN SIMON, Bogotá D.C.",$585.000.000 | 135 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, SUBA TUNA ALTA, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE DE BAVARIA, Bogotá D.C.",$398.000.000 | 93 m² | 2 | 3
2024-06-23 16:19:43,"Casa en Venta, MORA VERDE, Bogotá D.C.",$398.000.000 | 93 m² | 2 | 3
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE DE BAVARIA, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, san jose de bavaria, Bogotá D.C.",$1.500.000.000 | 240 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE BAVARIA, Bogotá D.C.",$1.500.000.000 | 240 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE BAVARIA, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, VILLA DE LOS ALPES, Bogotá D.C.",$1.200.000.000 | 290 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, LA MILAGROSA, Medellín",$1.200.000.000 | 290 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, TIQUIZA, Chía",
2024-06-23 16:19:43,"Casa en Venta, Apulo, Apulo",$2.200.000.000 | 427 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, HACIENDA SAN SIMON, Bogotá D.C.",$2.200.000.000 | 427 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, HACIENDA SAN SIMON, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, PANCE, Cali",$1.490.000.000 | 234 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, San Joaquín, Bogotá D.C.",$1.490.000.000 | 234 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, BOSA   CALDAS, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, EL POBLADO, Medellín",$350.000.000 | 143 m² | 5 | 3
2024-06-23 16:19:43,"Casa en Venta, bogota| san jose de bavaria, Bogotá D.C.",$350.000.000 | 143 m² | 5 | 3
2024-06-23 16:19:43,"Casa en Venta, EL POBLADO, Medellín",
2024-06-23 16:19:43,"Casa en Venta, VILLALUZ, Bogotá D.C.",$350.000.000 | 290 m² | 4 | 3
2024-06-23 16:19:43,"Casa en Venta, LOMA DEL BARRO, Envigado",$350.000.000 | 290 m² | 4 | 3
2024-06-23 16:19:43,"Casa en Venta, CHAPINERO, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, QUINTAS DE SANTA MARIA, Bogotá D.C.",$2.990.000.000 | 370.89 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, EL POBLADO SAN LUCAS, Medellín",$2.990.000.000 | 370.89 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, Suba vía Cota, Cota (Incluye Siberia)",
2024-06-23 16:19:43,"Casa en Venta, Sopo (Incluye Yerbabuena)",$1.430.000.000 | 181 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, VALLE DEL LILI, Cali",$1.430.000.000 | 181 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, Hacienda Fontanar, Chía",
2024-06-23 16:19:43,"Casa en Venta, NUEVA ROMA, Bogotá D.C.",$720.000.000 | 280 m² | 5 | 3
2024-06-23 16:19:43,"Casa en Venta, PANCE LA VIGA, Cali",$720.000.000 | 280 m² | 5 | 3
2024-06-23 16:19:43,"Casa en Venta, SAN LUIS GALERIAS, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, DAPA, Yumbo",$2.650.000.000 | 355 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, EL POBLADO, Medellín",$2.650.000.000 | 355 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE DE BAVARIA, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE DE BAVARIA, Bogotá D.C.",$2.700.000.000 | 450 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, ENVIGADO, Envigado",$2.700.000.000 | 450 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, BOSQUE DE PINOS   S2 AG, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, SAN PEDRO DE TIBABUYES, Bogotá D.C.",$650.000.000 | 80 m² | 2 | 3
2024-06-23 16:19:43,"Casa en Venta, La Venta, Fusagasuga",$650.000.000 | 80 m² | 2 | 3
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE DE BAVARIA, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE BAVARIA, Bogotá D.C.",$600.000.000 | 96 m² | 3 | 2
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE BAVARIA, Bogotá D.C.",$600.000.000 | 96 m² | 3 | 2
2024-06-23 16:19:43,"Casa en Venta, HACIENDA SAN SIMON, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, EL ALCARABAN, Acacias",$820.000.000 | 160 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, SAN FERNANDO, Bogotá D.C.",$820.000.000 | 160 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, HACIENDA SAN SIMON, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE BAVARIA, Bogotá D.C.",$1.475.000.000 | 230 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, Fusagasuga",$1.475.000.000 | 230 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, NUEVO HORIZONTE, Soacha",
2024-06-23 16:19:43,"Casa en Venta, LA TEBAIDA, Armenia",$350.000.000 | 108.9 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, Jordan Vi, Ibagué",$350.000.000 | 108.9 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, Conjunto Residencial Camino del Cerro, Bogotá …",
2024-06-23 16:19:43,"Casa en Venta, 20 DE JULIO, Bogotá D.C.",$1.450.000.000 | 446.3 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, Villa de Leyva, Villa De Leyva",$1.450.000.000 | 446.3 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, la pradera norte usaquen, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, Fontanar, Chía",$375.000.000 | 66 m² | 3 | 2
2024-06-23 16:19:43,"Casa en Venta, SOLEDAD, Soledad",$375.000.000 | 66 m² | 3 | 2
2024-06-23 16:19:43,"Casa en Venta, RECODO DEL COUNTRY, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, MONTICHELO, Bogotá D.C.",$629.000.000 | 265 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, Girardot Vereda Agua Blanca, Girardot",$629.000.000 | 265 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, VILLA LUZ, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, Lagos del Cacique, Bucaramanga",$695.000.000 | 268.8 m² | 5 | 3
2024-06-23 16:19:43,"Casa en Venta, LA VEGA CUNDINAMARCA, La Vega",$695.000.000 | 268.8 m² | 5 | 3
2024-06-23 16:19:43,"Casa en Venta, PLAZUELA DE IBERIA, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, Paola Andrea López 316851_6001, Cajicá",$3.600.000.000 | 540 m² | 3 | 5
2024-06-23 16:19:43,"Casa en Venta, Envigado loma del atravesado, Envigado",$3.600.000.000 | 540 m² | 3 | 5
2024-06-23 16:19:43,"Casa en Venta, VILLA CAMPESTRE, Barranquilla",
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE BAVARIA, Bogotá D.C.",48 | 3 | 1
2024-06-23 16:19:43,"Casa en Venta, La Maria Pance, Cali",63 | 2 | 2
2024-06-23 16:19:43,"Casa en Venta, ALTOS DE SOTILEZA, Bogotá D.C.",216 | 3 | 5
2024-06-23 16:19:43,"Casa en Venta, BUENOS AIRES, Medellín",$3.180.000.000 | 330 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, ONCE DE NOVIEMBRE, Bogotá D.C.",$3.180.000.000 | 330 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, LA TEBAIDA, Armenia",
2024-06-23 16:19:43,"Casa en Venta, LA SOLEDAD TEUSAQUILLO, Bogotá D.C.",$2.700.000.000 | 625 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, Fusagasuga",$2.700.000.000 | 625 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, GUAYMARAL, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, san miguel, Girardot",$4.000.000.000 | 432 m² | 3 | 5
2024-06-23 16:19:43,"Casa en Venta, Cojunto cerrado el trapiche, Villavicencio",$4.000.000.000 | 432 m² | 3 | 5
2024-06-23 16:19:43,"Casa en Venta, Nueva Esperanza 2, Villavicencio",
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE DE BAVARIA, Bogotá D.C.",$3.500.000.000 | 700 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, Loma del atravesado, Envigado",$3.500.000.000 | 700 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, soacha, Soacha",
2024-06-23 16:19:43,"Casa en Venta, CERROS DE PROVENZA, Bogotá D.C.",$1.350.000.000 | 250 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, POLO CLUB, Bogotá D.C.",$1.350.000.000 | 250 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, bogota| san jose de bavaria, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, LOMA DEL ESCOBERO, Envigado",$600.000.000 | 231 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, Loma del Atravesado, Envigado",$600.000.000 | 231 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, EL POBLADO TESORO, Medellín",
2024-06-23 16:19:43,"Casa en Venta, Villa Magdala, Bogotá D.C.",$800.000.000 | 212 m² | 4 | 3
2024-06-23 16:19:43,"Casa en Venta, LOMA PADRE MARIANITO, Medellín",$800.000.000 | 212 m² | 4 | 3
2024-06-23 16:19:43,"Casa en Venta, Benedictinos  Envigado, Envigado",
2024-06-23 16:19:43,"Casa en Venta, EL POBLADO LOS BALSOS, Medellín",$2.700.000.000 | 660 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, San Lucas  Envigado, Envigado",$2.700.000.000 | 660 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, San Lucas  Envigado, Envigado",
2024-06-23 16:19:43,"Casa en Venta, Loma del Chocho  Envigado, Envigado",$430.000.000 | 202 m² | 5 | 3
2024-06-23 16:19:43,"Casa en Venta, bogota| san jose de bavaria, Bogotá D.C.",$430.000.000 | 202 m² | 5 | 3
2024-06-23 16:19:43,"Casa en Venta, LA ALBORADA, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, ALFONSO LOPEZ, Bogotá D.C.",$1.100.000.000 | 218 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, playa rica, Pereira",$1.100.000.000 | 218 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, Cajicá",
2024-06-23 16:19:43,"Casa en Venta, NORMANDIA I, Bogotá D.C.",$780.000.000 | 220 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, PORTALES DEL MONTE, Bogotá D.C.",$780.000.000 | 220 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, ICATA, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, Narino",$1.900.000.000 | 560 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, VILLA CAMPESTRE, Barranquilla",$1.900.000.000 | 560 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, La Reforma, Cali",
2024-06-23 16:19:43,"Casa en Venta, ARBOLEDA, Cali",$3.500.000.000 | 422.5 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, PANCE AV LA MARIA, Cali",$3.500.000.000 | 422.5 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, VILLA DEL PRADO, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, vereda Bojaca, Chía",$1.100.000.000 | 347 m² | 5 | 4
2024-06-23 16:19:43,"Casa en Venta, TIMIZA, Bogotá D.C.",$1.100.000.000 | 347 m² | 5 | 4
2024-06-23 16:19:43,"Casa en Venta, Cota (Incluye Siberia)",
2024-06-23 16:19:43,"Casa en Venta, EL BOSQUE, Cartagena de Indias",$2.800.000.000 | 331 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, LOS ALPES, Barranquilla",$2.800.000.000 | 331 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, LA TEBAIDA, Armenia",
2024-06-23 16:19:43,"Casa en Venta, LA HACIENDA, Cali",$750.000.000 | 500 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, GUADALUPE, Cali",$750.000.000 | 500 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, CONDOMINIO ALTO PANCE, Cali",
2024-06-23 16:19:43,"Casa en Venta, Manzanares, Bucaramanga",$709.891.592 | 234 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, SAN ANTONIO, Cali",$709.891.592 | 234 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, CIUDAD 200, Cali",
2024-06-23 16:19:43,"Casa en Venta, ENVIGADO, Envigado",$1.188.478.089 | 0 m² | 5 | 4
2024-06-23 16:19:43,"Casa en Venta, RIONEGRO, Rionegro",$1.188.478.089 | 0 m² | 5 | 4
2024-06-23 16:19:43,"Casa en Venta, ENVIGADO, Envigado",
2024-06-23 16:19:43,"Casa en Venta, KUBIK VERDE, Sopo (Incluye Yerbabuena)",$641.000.000 | 0 m² | 4 | 3
2024-06-23 16:19:43,"Casa en Venta, Maria Eugenia, Barrancabermeja",$641.000.000 | 0 m² | 4 | 3
2024-06-23 16:19:43,"Casa en Venta, EL RECREO DE LOS FRAILES, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, Alto de Patios, La Calera",$1.600.000.000 | 250 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE DE BAVARIA, Bogotá D.C.",$1.600.000.000 | 250 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, RECREO DE LOS FRAILES, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, Sopo, Sopo (Incluye Yerbabuena)",$560.000.000 | 166 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, SAN SIMON, Bogotá D.C.",$560.000.000 | 166 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, Villa Milena, Neiva",
2024-06-23 16:19:43,"Casa en Venta, ALHAMBRA MALIBU, Bogotá D.C.",$2.200.000.000 | 368 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, cajica, Cajicá",$2.200.000.000 | 368 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, ARMENIA, Armenia",
2024-06-23 16:19:43,"Casa en Venta, CAPRI, Cali",$1.835.000.000 | 420 m² | 5 | 4
2024-06-23 16:19:43,"Casa en Venta, PUENTE LARGO, Bogotá D.C.",$1.835.000.000 | 420 m² | 5 | 4
2024-06-23 16:19:43,"Casa en Venta, La Castellana, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, Vereda la trampa, Cota (Incluye Siberia)",$1.750.000.000 | 323 m² | 3 | 2
2024-06-23 16:19:43,"Casa en Venta, RODEDORA SUR, Santa Marta",$1.750.000.000 | 323 m² | 3 | 2
2024-06-23 16:19:43,"Casa en Venta, SANTA BARBARA, La Mesa",
2024-06-23 16:19:43,"Casa en Venta, Vereda Cerca de Piedra C 010, Chía",$1.750.000.000 | 340 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, LOS ALAMOS NORTE, Bogotá D.C.",$1.750.000.000 | 340 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, ENVIGADO, Envigado",
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE DE BAVARIA, Bogotá D.C.",$407.000.000 | 130 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, LOMA LOS PARRA, Medellín",$407.000.000 | 130 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, san jose de bavaria, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, RIONEGRO, Rionegro",$550.000.000 | 251 m² | 2 | 2
2024-06-23 16:19:43,"Casa en Venta, BELEN LA GLORIA, Medellín",$550.000.000 | 251 m² | 2 | 2
2024-06-23 16:19:43,"Casa en Venta, LA VIGA   AV  CAÑAS GORDAS, Cali",
2024-06-23 16:19:43,"Casa en Venta, San Jose De Bavaria, Bogotá D.C.",$980.000.000 | 183 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, CERROS ALTOS DE SUBA, Bogotá D.C.",$980.000.000 | 183 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE DE BAVARIA, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, canelon, Cajicá",$700.000.000 | 128 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, VILLA DEL RIO, Bogotá D.C.",$700.000.000 | 128 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, ALTAMIRA, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, SANTA BARBARA CENTRAL, Bogotá D.C.",$670.000.000 | 162 m² | 3 | 2
2024-06-23 16:19:43,"Casa en Venta, Fusagasuga",$670.000.000 | 162 m² | 3 | 2
2024-06-23 16:19:43,"Casa en Venta, Chía",
2024-06-23 16:19:43,"Casa en Venta, EL RETIRO, Retiro",$1.615.000.000 | 400 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, ENVIGADO, Envigado",$1.615.000.000 | 400 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, RESERVA CAMPESTRE PANCE, Cali",
2024-06-23 16:19:43,"Casa en Venta, CALATRABA, Bogotá D.C.",$1.325.000.000 | 280 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, BOSQUES DEL MARQUEZ, Bogotá D.C.",$1.325.000.000 | 280 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, ENVIGADO, Envigado",
2024-06-23 16:19:43,"Casa en Venta, EL POBLADO, Medellín",$2.200.000.000 | 300 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, Río frio, Chía",$2.200.000.000 | 300 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, SAN RAFAEL, Bogotá D.C.",
